vendor_id,vendor_name,category,country,onboarded_date,kyc_complete,certifications,cert_expiry_date,annual_contract_value,geo_risk_weight,is_critical_supplier
V0221,Carson-Bentley,Facilities,UAE,2023-09-21,1,ISO 9001;GDPR Compliant,2026-06-29,14605.45,0.3,0
V0222,Johnson-Henson,Software Licensing,Germany,2022-05-31,1,ISO 9001,2026-06-29,158772.8,0.1,0
V0223,"Walker, Brown and Colon",Raw Materials,United Kingdom,2026-04-08,1,ISO 9001;PCI-DSS;ISO 27001,2026-06-29,51985.54,0.1,0
V0224,Wilson-Williams,Marketing,France,2024-01-23,1,ISO 9001;ISO 27001,2026-06-29,6926.81,0.1,0
V0225,Wilson-Young,Facilities,South Africa,2021-10-22,1,SOC 2 Type II;PCI-DSS,2026-06-29,99058.49,0.35,0
V0226,Chavez-Santiago,Manufacturing,United States,2026-01-24,1,SOC 2 Type II;ISO 27001,2026-06-29,81443.51,0.1,0
V0227,"Newton, Moore and Perry",Software Licensing,India,2026-02-01,1,ISO 27001;SOC 2 Type II,2026-06-29,182321.92,0.2,0
V0228,"Russell, Lynn and Johnson",IT Services,Russia,2022-05-02,1,ISO 9001;PCI-DSS;GDPR Compliant,2026-06-29,56522.01,0.7,0
V0229,Wallace-Young,Facilities,France,2024-08-23,1,SOC 2 Type II;ISO 27001;PCI-DSS,2026-06-29,79957.68,0.1,0
V0230,"Richardson, Winters and Newman",Professional Services,France,2024-07-29,0,ISO 27001;ISO 9001,2026-06-29,43950.23,0.1,0
V0231,Lopez-Martinez,Facilities,France,2022-01-03,1,ISO 27001,2026-06-29,8916.31,0.1,0
V0232,"Lewis, Fowler and Maddox",Professional Services,Mexico,2025-05-11,0,ISO 9001,2026-06-29,67697.32,0.35,0
V0233,Zhang PLC,Logistics,Singapore,2021-12-03,1,GDPR Compliant,2026-06-29,37696.23,0.15,0
V0234,"Clark, Robinson and Kane",Software Licensing,United States,2023-03-28,1,SOC 2 Type II,2026-06-29,6098.17,0.1,0
V0235,"Smith, Garrison and Thomas",Logistics,Mexico,2024-04-14,1,PCI-DSS,2026-06-29,57433.72,0.35,0
V0236,Lindsey-Rodriguez,Professional Services,Russia,2022-08-06,1,ISO 9001;ISO 27001,2026-06-29,24856.31,0.7,0
V0237,Howard and Sons,Manufacturing,Russia,2021-09-17,1,ISO 9001;GDPR Compliant;PCI-DSS,2026-06-29,44689.69,0.7,0
V0238,Baker and Sons,Logistics,Vietnam,2024-03-30,1,ISO 27001;GDPR Compliant,2026-06-29,40072.62,0.4,0
V0239,Reese Group,Software Licensing,India,2025-01-26,1,PCI-DSS;SOC 2 Type II,2026-06-29,24204.48,0.2,0
V0240,"Wheeler, Hayes and Walker",IT Services,United States,2025-04-21,1,GDPR Compliant;SOC 2 Type II,2026-06-29,38345.44,0.1,0
V0241,"Turner, Schneider and Johnson",Manufacturing,Nigeria,2021-11-10,1,ISO 27001,2026-06-29,10257.09,0.6,0
V0242,Parks-Henry,Logistics,Nigeria,2025-07-26,0,ISO 27001,2026-06-29,40042.18,0.6,0
V0243,Morris and Sons,Raw Materials,Pakistan,2025-04-07,1,SOC 2 Type II,2026-06-29,470526.86,0.55,0
V0244,Weber-Richards,Professional Services,France,2022-01-19,1,GDPR Compliant;PCI-DSS;ISO 27001,2026-06-29,121169.89,0.1,0
V0245,"Schmidt, Chavez and Jacobs",Manufacturing,Singapore,2024-04-04,1,PCI-DSS,2026-06-29,27631.08,0.15,0
V0246,"Curtis, Mack and Le",Software Licensing,France,2022-05-03,1,GDPR Compliant;PCI-DSS;ISO 9001,2026-06-29,25603.78,0.1,0
V0247,Beasley-Gutierrez,IT Services,United Kingdom,2023-04-28,1,ISO 27001;PCI-DSS;ISO 9001,2026-06-29,16816.73,0.1,0
V0248,Blair-Edwards,IT Services,Germany,2025-05-07,0,GDPR Compliant;ISO 27001,2026-06-29,27017.28,0.1,0
V0249,Mckay-Mcdaniel,Marketing,United States,2024-02-24,1,PCI-DSS,2026-06-29,13300.18,0.1,0
V0250,Decker Inc,Professional Services,Germany,2025-07-11,1,PCI-DSS;SOC 2 Type II;GDPR Compliant,2026-06-29,22611.14,0.1,0
V0251,"Rodgers, Cain and Hawkins",Raw Materials,Singapore,2025-03-01,1,ISO 9001,2026-06-29,92559.59,0.15,0
V0252,Santiago-Jenkins,Facilities,United Kingdom,2026-04-08,1,PCI-DSS,2026-06-29,24538.6,0.1,0
V0253,Burke-Bell,Professional Services,France,2025-02-02,1,ISO 27001,2026-06-29,2727853.63,0.1,0
V0254,"Lewis, Douglas and Walker",Manufacturing,Germany,2026-05-29,1,None,,30392.22,0.1,0
V0255,"Richardson, Farmer and Andrews",Manufacturing,India,2022-05-31,1,ISO 27001;PCI-DSS,2026-06-29,1961.86,0.2,0
V0256,"Austin, Day and Johnson",Logistics,Russia,2025-02-21,1,ISO 27001,2026-06-29,16423.89,0.7,0
V0257,Nelson LLC,Facilities,Mexico,2023-10-07,1,PCI-DSS;SOC 2 Type II;GDPR Compliant,2026-06-29,286904.4,0.35,0
V0258,White and Sons,Software Licensing,Brazil,2024-05-19,1,PCI-DSS,2026-06-29,179652.51,0.3,0
V0259,Jones-Figueroa,Manufacturing,Vietnam,2026-04-23,1,ISO 9001,2026-06-29,23417.25,0.4,0
V0260,"Moreno, Bennett and Chavez",Manufacturing,Mexico,2021-10-02,0,PCI-DSS;GDPR Compliant,2026-06-29,20573.43,0.35,0
V0261,Griffith-Frank,Software Licensing,United Kingdom,2022-10-31,1,ISO 9001,2026-06-29,1748.42,0.1,0
V0262,Ware and Sons,IT Services,China,2026-04-27,1,SOC 2 Type II,2026-06-29,94868.03,0.4,0
V0263,"Williams, Miller and Ramos",Professional Services,Brazil,2022-10-31,1,None,,49649.6,0.3,0
V0264,"Ramos, Nelson and Fischer",Facilities,India,2025-02-05,1,PCI-DSS,2026-06-29,29700.07,0.2,0
V0265,Rodriguez-Gregory,Facilities,Brazil,2022-06-17,1,GDPR Compliant;SOC 2 Type II,2026-06-29,13780.26,0.3,0
V0266,"Parker, Walker and Joyce",Manufacturing,France,2025-08-18,1,ISO 9001,2026-06-29,241198.11,0.1,1
V0267,Turner and Sons,Software Licensing,Germany,2021-12-16,1,ISO 27001;PCI-DSS,2026-06-29,25869.69,0.1,0
V0268,Murphy-Smith,Marketing,India,2022-08-29,0,GDPR Compliant,2026-06-29,317701.99,0.2,1
V0269,James Ltd,IT Services,France,2025-02-25,0,ISO 27001;SOC 2 Type II,2026-06-29,188695.67,0.1,0
V0270,"Whitaker, Drake and Jones",Marketing,South Africa,2023-06-13,1,PCI-DSS,2026-06-29,42043.39,0.35,0
V0271,Smith-Morse,Manufacturing,India,2021-11-07,1,None,,142198.18,0.2,0
V0272,Berry-Mckinney,Logistics,Nigeria,2024-02-26,1,PCI-DSS;ISO 9001,2026-06-29,13422.0,0.6,0
V0273,Wilson-Smith,Marketing,Brazil,2025-01-16,1,None,,15218.98,0.3,0
V0274,"Stevens, Norris and Cox",Software Licensing,Singapore,2024-04-03,1,ISO 9001;ISO 27001,2026-06-29,144627.95,0.15,0
V0275,Graham Group,Facilities,Russia,2025-03-16,1,GDPR Compliant;SOC 2 Type II;ISO 9001,2026-06-29,49460.79,0.7,0
V0276,Foster LLC,Professional Services,Vietnam,2025-12-12,1,None,,2503.36,0.4,0
V0277,Cook and Sons,Professional Services,Mexico,2024-05-18,1,None,,23675.07,0.35,0
V0278,"Wilson, Hicks and Bullock",Marketing,United States,2022-02-21,1,PCI-DSS;GDPR Compliant,2026-06-29,49020.51,0.1,0
V0279,"Mullen, Brewer and Hernandez",Manufacturing,France,2024-06-18,0,ISO 27001,2026-06-29,113373.78,0.1,0
V0280,Gonzalez-Morrison,Professional Services,Nigeria,2022-05-14,1,SOC 2 Type II,2026-06-29,17954.09,0.6,0
V0281,"Snyder, Webster and Wolf",Manufacturing,India,2022-02-18,1,GDPR Compliant,2026-06-29,97414.77,0.2,0
V0282,"Reid, Weber and Lin",Raw Materials,Mexico,2025-04-23,1,GDPR Compliant;ISO 27001,2026-06-29,8360.52,0.35,0
V0283,Jones-Ramos,Manufacturing,France,2024-03-07,1,PCI-DSS,2026-06-29,10997.62,0.1,0
V0284,"Brown, Romero and Collins",Software Licensing,Russia,2024-01-25,1,ISO 9001,2026-06-29,7905.09,0.7,0
V0285,Wood LLC,Logistics,Pakistan,2025-05-03,1,ISO 9001,2026-06-29,116158.64,0.55,0
V0286,Gilbert PLC,Software Licensing,South Africa,2022-02-22,1,SOC 2 Type II;ISO 27001;ISO 9001,2026-06-29,27079.06,0.35,0
V0287,Carpenter-Best,Facilities,Vietnam,2024-10-05,1,None,,56848.48,0.4,0
V0288,"Pearson, Morris and Alvarez",Raw Materials,Germany,2021-11-03,1,GDPR Compliant;ISO 27001,2026-06-29,27377.66,0.1,0
V0289,Garcia-Nolan,Logistics,Brazil,2022-10-10,1,GDPR Compliant;ISO 27001;SOC 2 Type II,2026-06-29,398598.47,0.3,0
V0290,"Lucas, Williams and Zimmerman",Marketing,Germany,2024-05-31,1,PCI-DSS,2026-06-29,70209.5,0.1,0
V0291,"Mills, Moore and Watson",Manufacturing,Pakistan,2025-03-25,1,None,,12093.27,0.55,0
V0292,Schroeder-Shelton,Logistics,China,2023-11-24,1,PCI-DSS;SOC 2 Type II,2026-06-29,25477.27,0.4,0
V0293,"Holland, Jones and Davis",Marketing,Germany,2021-12-08,1,None,,561404.0,0.1,0
V0294,Cummings-Douglas,IT Services,China,2024-10-12,1,GDPR Compliant,2026-06-29,32412.89,0.4,0
V0295,Aguilar and Sons,Marketing,France,2022-10-09,0,ISO 27001;SOC 2 Type II,2026-06-29,39324.51,0.1,0
V0296,"Hale, Myers and Larson",Raw Materials,Nigeria,2024-06-19,1,GDPR Compliant,2026-06-29,51827.94,0.6,0
V0297,"Bennett, Conner and Li",Logistics,United Kingdom,2022-03-19,1,GDPR Compliant;PCI-DSS;SOC 2 Type II,2026-06-29,6845.27,0.1,0
V0298,"Santiago, Romero and Smith",Software Licensing,Nigeria,2025-12-20,1,ISO 9001;PCI-DSS,2026-06-29,16941.68,0.6,0
V0299,Peterson Group,Software Licensing,Brazil,2024-02-13,1,PCI-DSS;GDPR Compliant,2026-06-29,48901.72,0.3,0
V0300,Moore LLC,Manufacturing,Singapore,2023-02-15,1,ISO 9001;ISO 27001,2026-06-29,63504.53,0.15,0
V0301,"Conley, Stephenson and Johnson",Raw Materials,United Kingdom,2022-05-09,1,PCI-DSS;GDPR Compliant,2026-06-29,29392.62,0.1,0
V0302,Harper and Sons,Marketing,China,2024-05-10,1,SOC 2 Type II;PCI-DSS,2026-06-29,35352.7,0.4,0
V0303,"Wise, Lamb and Martin",Software Licensing,France,2022-11-15,1,ISO 27001;GDPR Compliant;PCI-DSS,2026-06-29,12044.14,0.1,0
V0304,Diaz-Ball,Manufacturing,United Kingdom,2025-03-19,1,GDPR Compliant;PCI-DSS,2026-06-29,6584.62,0.1,0
V0305,Goodwin-Bowers,Software Licensing,Germany,2025-04-09,1,SOC 2 Type II;GDPR Compliant,2026-06-29,69127.46,0.1,0
V0306,"Allen, Sheppard and Mueller",IT Services,Nigeria,2023-06-26,0,None,,6810.01,0.6,0
V0307,"Valentine, Joyce and Murray",IT Services,Vietnam,2023-02-21,1,GDPR Compliant,2026-06-29,80673.82,0.4,0
V0308,"Rose, Burch and Montoya",Marketing,China,2023-11-21,1,GDPR Compliant;ISO 27001,2026-06-29,81274.83,0.4,0
V0309,Davidson LLC,Manufacturing,France,2022-09-01,1,PCI-DSS,2026-06-29,13172.57,0.1,0
V0310,"Singleton, Rosales and Mitchell",Facilities,France,2026-03-17,1,PCI-DSS;SOC 2 Type II,2026-06-29,9615.12,0.1,0
V0311,Whitehead-Hernandez,Professional Services,Nigeria,2022-11-09,1,ISO 27001;SOC 2 Type II,2026-06-29,92739.36,0.6,0
V0312,Velasquez LLC,Raw Materials,Germany,2025-03-19,1,GDPR Compliant;PCI-DSS,2026-06-29,4142.63,0.1,0
V0313,Sanders LLC,Marketing,United Kingdom,2021-09-19,0,ISO 27001;GDPR Compliant,2026-06-29,38110.44,0.1,0
V0314,Brooks Inc,Logistics,China,2023-07-01,1,ISO 27001;GDPR Compliant,2026-06-29,98068.46,0.4,0
V0315,"Santos, Moody and Taylor",Professional Services,Vietnam,2024-03-15,1,SOC 2 Type II;GDPR Compliant;PCI-DSS,2026-06-29,20922.42,0.4,0
V0316,"Guerra, Blake and Harrison",Facilities,Nigeria,2023-12-07,1,ISO 27001,2026-06-29,1076.23,0.6,0
V0317,Smith and Sons,IT Services,United States,2021-07-15,1,None,,103258.71,0.1,0
V0318,"Lynch, Henderson and Parsons",IT Services,United Kingdom,2022-10-06,1,SOC 2 Type II;GDPR Compliant,2026-06-29,117042.92,0.1,0
V0319,Williams Group,Logistics,Germany,2023-07-07,0,PCI-DSS;GDPR Compliant,2026-06-29,29743.26,0.1,0
V0320,Copeland Group,Raw Materials,Germany,2025-05-19,0,ISO 27001;ISO 9001,2026-06-29,23825.28,0.1,0
V0321,Chen PLC,Professional Services,Vietnam,2026-01-19,1,None,,38894.99,0.4,0
V0322,Patterson-Mendez,Manufacturing,China,2023-07-20,1,SOC 2 Type II;GDPR Compliant,2026-06-29,57771.22,0.4,0
V0323,Lopez-Barnett,Professional Services,United States,2023-07-16,0,PCI-DSS;GDPR Compliant,2026-06-29,20327.7,0.1,0
V0324,Ashley PLC,IT Services,Germany,2025-12-11,1,PCI-DSS,2026-06-29,64111.55,0.1,0
V0325,"Smith, Marks and Williams",Raw Materials,France,2025-10-22,1,PCI-DSS,2026-06-29,48723.29,0.1,0
V0326,Burgess-Kelly,Logistics,Germany,2024-10-12,0,SOC 2 Type II;GDPR Compliant;PCI-DSS,2026-06-29,6464.84,0.1,0
V0327,Quinn Ltd,Marketing,Brazil,2022-01-24,1,ISO 9001;SOC 2 Type II;GDPR Compliant,2026-06-29,234294.06,0.3,1
V0328,"Sherman, Anderson and Bell",IT Services,United States,2022-05-17,1,ISO 27001;PCI-DSS;ISO 9001,2026-06-29,9825.97,0.1,0
V0329,Greer Ltd,Raw Materials,South Africa,2024-05-15,1,ISO 9001,2026-06-29,64516.66,0.35,0
V0330,"White, Taylor and Baldwin",Manufacturing,China,2025-06-11,1,PCI-DSS;SOC 2 Type II,2026-06-29,17691.48,0.4,0
V0331,Harris-Moody,Logistics,Pakistan,2025-05-20,1,PCI-DSS,2026-06-29,221896.02,0.55,0
V0332,Robertson-Hays,Software Licensing,China,2021-11-06,1,SOC 2 Type II,2026-06-29,7102.32,0.4,0
V0333,Johnson-Lucas,Facilities,Singapore,2026-02-10,0,SOC 2 Type II;ISO 27001,2026-06-29,17887.46,0.15,0
V0334,Glenn LLC,Logistics,United States,2023-12-04,1,ISO 9001;ISO 27001,2026-06-29,93039.75,0.1,0
V0335,Kim-Ross,Professional Services,Germany,2023-10-25,1,GDPR Compliant;PCI-DSS,2026-06-29,37251.85,0.1,0
V0336,Morgan-Lopez,Manufacturing,United Kingdom,2025-03-26,1,None,,65815.33,0.1,0
V0337,"Adams, Miller and Coleman",Professional Services,Mexico,2025-09-21,0,ISO 27001;SOC 2 Type II;PCI-DSS,2026-06-29,32792.16,0.35,0
V0338,"Carney, White and Carter",Raw Materials,United States,2025-02-25,1,None,,386088.57,0.1,0
V0339,Guerrero-Parker,IT Services,Germany,2022-05-13,1,ISO 27001,2026-06-29,43528.47,0.1,0
V0340,"Wallace, West and Acosta",Software Licensing,United States,2025-02-11,1,GDPR Compliant;ISO 27001;SOC 2 Type II,2026-06-29,22877.34,0.1,0
V0341,Hill-Whitney,Software Licensing,India,2024-06-28,1,ISO 9001;SOC 2 Type II,2026-06-29,29820.98,0.2,0
V0342,"Walsh, Cox and Owen",IT Services,Pakistan,2021-12-24,1,PCI-DSS;SOC 2 Type II,2026-06-29,97638.5,0.55,0
V0343,Allison Ltd,Professional Services,South Africa,2022-11-08,0,ISO 9001;ISO 27001,2026-06-29,362.44,0.35,0
V0344,Jones Ltd,Logistics,UAE,2025-03-21,0,PCI-DSS;GDPR Compliant;ISO 9001,2026-06-29,185178.39,0.3,0
V0345,Herring-Johnson,Professional Services,Singapore,2024-08-10,1,GDPR Compliant;ISO 27001,2026-06-29,45186.65,0.15,0
V0346,Watson-Hines,Marketing,Germany,2022-10-18,1,GDPR Compliant,2026-06-29,197110.21,0.1,0
V0347,"Richardson, Edwards and Ramirez",Marketing,China,2026-05-17,1,SOC 2 Type II;ISO 27001;GDPR Compliant,2026-06-29,7348.46,0.4,0
V0348,"Lopez, Holmes and Mcintyre",Logistics,United Kingdom,2022-06-16,1,SOC 2 Type II;GDPR Compliant;PCI-DSS,2026-06-29,20865.89,0.1,0
V0349,Padilla-Lewis,Marketing,United States,2022-06-29,1,PCI-DSS;ISO 27001,2026-06-29,2403.47,0.1,0
V0350,Martinez Inc,Software Licensing,United Kingdom,2023-12-03,0,SOC 2 Type II,2026-06-29,6274.13,0.1,0
V0351,Roach Group,Manufacturing,Nigeria,2025-05-03,1,None,,81282.66,0.6,0
V0352,"Reed, Brown and Daniels",Logistics,France,2022-03-28,1,ISO 27001;ISO 9001,2026-06-29,200238.86,0.1,1
V0353,Joseph Ltd,Raw Materials,France,2024-01-16,1,None,,32710.38,0.1,0
V0354,Hicks-Martinez,Manufacturing,France,2022-12-21,1,None,,59513.5,0.1,0
V0355,Tyler Inc,Raw Materials,France,2023-03-15,1,SOC 2 Type II,2026-06-29,16247.58,0.1,0
V0356,"Armstrong, Mcdonald and Bird",Manufacturing,France,2024-07-24,1,None,,23173.6,0.1,0
V0357,Jones Group,Marketing,Singapore,2022-08-06,1,GDPR Compliant;ISO 9001,2026-06-29,29516.5,0.15,0
V0358,Hammond-Morrow,Software Licensing,France,2025-07-25,1,SOC 2 Type II,2026-06-29,2826.28,0.1,0
V0359,Day-Cole,IT Services,Brazil,2022-02-13,1,SOC 2 Type II;ISO 27001;GDPR Compliant,2026-06-29,58510.38,0.3,0
V0360,Humphrey PLC,Marketing,Vietnam,2025-11-22,1,GDPR Compliant;ISO 9001,2026-06-29,14000.49,0.4,0
V0361,Shaw-Oneill,Manufacturing,France,2023-01-15,1,ISO 27001;ISO 9001;GDPR Compliant,2026-06-29,50246.2,0.1,0
V0362,Torres and Sons,Manufacturing,France,2022-07-19,1,PCI-DSS;ISO 9001;ISO 27001,2026-06-29,35474.0,0.1,0
V0363,Meza-Stone,Professional Services,Singapore,2024-03-27,0,ISO 9001,2026-06-29,116671.69,0.15,0
V0364,Gonzalez-Huber,Raw Materials,United Kingdom,2023-11-28,1,ISO 9001;ISO 27001,2026-06-29,187158.96,0.1,0
V0365,"Turner, Ferguson and Shaw",Software Licensing,Singapore,2023-10-29,1,SOC 2 Type II,2026-06-29,91143.49,0.15,0
V0366,"Moore, Hopkins and Le",Raw Materials,Singapore,2022-12-04,1,PCI-DSS;ISO 9001;ISO 27001,2026-06-29,265567.59,0.15,0
V0367,Bryan Inc,Marketing,UAE,2024-05-12,1,PCI-DSS;GDPR Compliant,2026-06-29,43651.92,0.3,0
V0368,"Wise, Baker and Clark",Marketing,South Africa,2022-03-08,1,PCI-DSS,2026-06-29,6295.28,0.35,0
V0369,"Fowler, Jimenez and Burton",Marketing,Mexico,2026-05-11,1,SOC 2 Type II;ISO 27001;ISO 9001,2026-06-29,147368.26,0.35,0
V0370,Webb-Ballard,IT Services,China,2023-12-15,1,ISO 27001,2026-06-29,7588.11,0.4,0
V0371,Jones-Brown,Raw Materials,India,2024-12-11,1,SOC 2 Type II,2026-06-29,197172.99,0.2,0
V0372,Marshall-Peterson,Marketing,United Kingdom,2025-03-25,1,PCI-DSS;SOC 2 Type II,2026-06-29,108405.91,0.1,0
V0373,"Flores, Travis and Reed",Raw Materials,Germany,2022-09-18,0,GDPR Compliant,2026-06-29,23337.16,0.1,0
V0374,Robertson-Rodriguez,Facilities,United States,2024-11-18,0,SOC 2 Type II,2026-06-29,23069.05,0.1,0
V0375,Martinez-Cole,Software Licensing,Singapore,2023-07-20,1,None,,21367.46,0.15,0
V0376,Roberts Group,Software Licensing,United States,2022-09-09,1,ISO 9001,2026-06-29,249381.06,0.1,0
V0377,Li PLC,Raw Materials,India,2025-01-18,1,ISO 27001,2026-06-29,33974.32,0.2,0
V0378,Jimenez PLC,Raw Materials,Russia,2024-02-25,1,PCI-DSS,2026-06-29,24372.3,0.7,0
V0379,Jimenez-Davis,IT Services,United Kingdom,2025-06-18,1,GDPR Compliant,2026-06-29,1424.04,0.1,0
V0380,"Bryant, Allen and Aguilar",Raw Materials,United States,2024-11-01,1,None,,256500.77,0.1,1
V0381,Simpson-Khan,Manufacturing,Singapore,2021-11-27,1,PCI-DSS;GDPR Compliant,2026-06-29,354178.46,0.15,0
V0382,"Smith, Rodriguez and Anderson",Raw Materials,United States,2025-06-30,1,PCI-DSS;SOC 2 Type II,2026-06-29,8554.54,0.1,0
V0383,"Diaz, Powell and Williams",Logistics,Germany,2023-09-28,1,None,,49593.33,0.1,0
V0384,"Lee, Tran and Jones",Raw Materials,United States,2021-12-04,1,ISO 9001;GDPR Compliant,2026-06-29,107337.18,0.1,0
V0385,"Ramirez, Hays and Becker",Logistics,United States,2025-10-12,1,PCI-DSS;ISO 27001,2026-06-29,317112.07,0.1,1
V0386,Long LLC,IT Services,France,2022-07-03,1,ISO 9001;GDPR Compliant;PCI-DSS,2026-06-29,33449.31,0.1,0
V0387,Gonzalez PLC,Manufacturing,United States,2026-03-28,1,GDPR Compliant;ISO 27001,2026-06-29,5324.1,0.1,0
V0388,Williams and Sons,Software Licensing,India,2024-11-27,1,ISO 9001,2026-06-29,19725.6,0.2,0
V0389,"Bryant, Obrien and Robertson",Marketing,France,2024-04-28,1,SOC 2 Type II;PCI-DSS;GDPR Compliant,2026-06-29,242587.09,0.1,0
V0390,Martin-Ewing,Software Licensing,United Kingdom,2024-04-12,1,SOC 2 Type II,2026-06-29,172009.85,0.1,0
V0391,Romero-Hicks,IT Services,Vietnam,2024-01-14,1,PCI-DSS;SOC 2 Type II,2026-06-29,13606.33,0.4,0
V0392,Wells-Smith,Marketing,United States,2025-08-28,1,ISO 27001,2026-06-29,12992.93,0.1,0
V0393,Silva-Robles,IT Services,UAE,2024-04-23,1,PCI-DSS;GDPR Compliant,2026-06-29,51261.04,0.3,0
V0394,Baker-Rios,Professional Services,Germany,2021-09-19,1,GDPR Compliant,2026-06-29,48921.92,0.1,0
V0395,"Williams, Castillo and Warren",Manufacturing,France,2026-05-28,1,ISO 27001;ISO 9001,2026-06-29,16022.65,0.1,0
V0396,"Allen, Armstrong and Graves",Professional Services,UAE,2024-09-22,1,ISO 27001,2026-06-29,78641.2,0.3,0
V0397,Alexander Group,Facilities,Singapore,2023-02-11,1,None,,2136.41,0.15,0
V0398,"Harris, Shaw and Carr",Manufacturing,UAE,2022-10-12,1,GDPR Compliant,2026-06-29,154716.94,0.3,0
V0399,"Taylor, Clark and Nguyen",Facilities,Russia,2025-07-03,1,GDPR Compliant;ISO 27001,2026-06-29,50888.85,0.7,0
V0400,"Bennett, Frye and Stevens",Facilities,Germany,2025-07-24,0,None,,108135.66,0.1,0
V0401,"Gomez, Ingram and Le",Professional Services,Germany,2026-01-10,1,ISO 27001,2026-06-29,70065.13,0.1,0
V0402,Lee-Wright,Manufacturing,Mexico,2023-09-28,1,ISO 9001;GDPR Compliant;SOC 2 Type II,2026-06-29,28049.04,0.35,0
V0403,David LLC,Professional Services,United Kingdom,2026-03-28,1,GDPR Compliant;ISO 9001,2026-06-29,40357.55,0.1,0
V0404,"Bush, Stewart and Bailey",Manufacturing,Germany,2023-12-13,1,PCI-DSS;SOC 2 Type II,2026-06-29,56547.76,0.1,0
V0405,Berry PLC,Logistics,Mexico,2023-10-26,1,ISO 9001;PCI-DSS,2026-06-29,17044.36,0.35,0
V0406,Blevins-Ballard,Logistics,Russia,2024-09-20,1,PCI-DSS;ISO 27001,2026-06-29,33626.86,0.7,0
V0407,Moses-Miller,Manufacturing,France,2023-12-18,1,ISO 27001,2026-06-29,96173.27,0.1,0
V0408,Burgess-Lewis,Logistics,United Kingdom,2025-04-03,1,GDPR Compliant;SOC 2 Type II;PCI-DSS,2026-06-29,97347.86,0.1,0
V0409,"Horton, Taylor and Gilbert",Professional Services,Russia,2026-01-27,1,ISO 27001,2026-06-29,73177.4,0.7,0
V0410,Williams PLC,Raw Materials,Russia,2023-07-12,1,None,,72881.93,0.7,0
V0411,"Hall, Garcia and Rivera",IT Services,China,2023-05-31,1,None,,48036.93,0.4,0
V0412,"Townsend, Smith and Pierce",Marketing,France,2025-07-05,1,ISO 27001;PCI-DSS,2026-06-29,52898.15,0.1,0
V0413,"Donovan, Johns and Woods",Marketing,United Kingdom,2022-11-01,0,ISO 9001;SOC 2 Type II,2026-06-29,228267.74,0.1,0
V0414,Mitchell-Brown,IT Services,UAE,2023-03-10,1,GDPR Compliant;ISO 9001;ISO 27001,2026-06-29,36746.02,0.3,0
V0415,"Hall, Rodgers and Jefferson",Logistics,United Kingdom,2022-04-02,1,PCI-DSS;ISO 27001,2026-06-29,45252.83,0.1,0
V0416,Khan-Thompson,Software Licensing,Singapore,2021-10-22,0,GDPR Compliant;PCI-DSS,2026-06-29,20132.76,0.15,0
V0417,Lopez-Curry,Facilities,UAE,2021-10-19,1,ISO 27001;ISO 9001,2026-06-29,29843.04,0.3,0
V0418,Evans PLC,Facilities,Singapore,2023-12-15,1,ISO 27001,2026-06-29,38854.56,0.15,0
V0419,Gibson-Davidson,Raw Materials,United States,2022-05-28,0,SOC 2 Type II,2026-06-29,187836.65,0.1,0
V0420,Rosales Group,Manufacturing,Germany,2025-12-14,0,SOC 2 Type II,2026-06-29,81487.47,0.1,0
V0421,Rivera Ltd,Software Licensing,India,2023-10-24,1,PCI-DSS;GDPR Compliant;ISO 27001,2026-06-29,459626.31,0.2,1
V0422,"Scott, Lopez and Doyle",Marketing,Germany,2025-05-24,1,None,,3449.01,0.1,0
V0423,"Todd, Thompson and Chase",Marketing,China,2024-01-01,0,ISO 27001;PCI-DSS;GDPR Compliant,2026-06-29,56342.33,0.4,0
V0424,"Murphy, Morales and Davis",Logistics,France,2024-12-09,1,ISO 27001,2026-06-29,23571.61,0.1,0
V0425,Boyle-Smith,Raw Materials,United Kingdom,2022-09-08,1,GDPR Compliant,2026-06-29,81774.25,0.1,0
V0426,Griffin LLC,Professional Services,Singapore,2024-10-02,1,None,,57800.42,0.15,0
V0427,"Sharp, Smith and Valdez",Raw Materials,United States,2024-04-18,1,PCI-DSS,2026-06-29,59037.6,0.1,0
V0428,"Wilson, Parker and Sullivan",IT Services,Vietnam,2023-07-03,1,SOC 2 Type II;GDPR Compliant;PCI-DSS,2026-06-29,8380.99,0.4,0
V0429,"Carrillo, Vaughn and Fowler",Manufacturing,India,2025-10-07,1,None,,204578.02,0.2,1
V0430,"Walker, Bernard and Mendoza",Software Licensing,UAE,2024-01-01,1,PCI-DSS;ISO 27001,2026-06-29,20996.71,0.3,0
V0431,Perry-Dunn,IT Services,United Kingdom,2025-05-12,1,PCI-DSS,2026-06-29,347616.31,0.1,1
V0432,"Petersen, Gill and Becker",Facilities,United States,2025-06-30,1,SOC 2 Type II;ISO 27001;PCI-DSS,2026-06-29,19973.4,0.1,0
V0433,Rice-Cox,Software Licensing,India,2022-03-10,1,GDPR Compliant;SOC 2 Type II,2026-06-29,6701.34,0.2,0
V0434,Poole PLC,IT Services,United States,2026-04-16,1,GDPR Compliant,2026-06-29,29046.39,0.1,0
V0435,"Hernandez, Murphy and Meyer",Manufacturing,France,2023-03-19,1,ISO 9001;SOC 2 Type II;PCI-DSS,2026-06-29,26310.87,0.1,0
