transaction_id,vendor_id,transaction_date,amount,payment_status,flagged_anomaly
T001294,V0008,2025-12-25,146.83,Paid,0
T001295,V0069,2026-05-04,2784.97,Paid,0
T001296,V0277,2026-01-03,726.92,Paid,0
T001297,V0065,2025-10-20,5895.18,Paid,0
T001298,V0381,2025-08-17,10168.74,Paid,0
T001299,V0129,2025-10-02,10834.58,Paid,0
T001300,V0303,2026-03-23,131341.52,Pending,0
T001301,V0168,2026-02-01,3456.92,Pending,0
T001302,V0383,2026-01-13,22903.33,Paid,0
T001303,V0325,2025-07-17,14141.1,Paid,0
T001304,V0247,2026-03-04,14152.15,Disputed,0
T001305,V0208,2026-02-16,42790.95,Paid,0
T001306,V0382,2025-11-20,10604.56,Disputed,0
T001307,V0096,2025-11-07,248.87,Paid,0
T001308,V0050,2026-06-07,360.68,Paid,0
T001309,V0279,2025-09-02,12102.28,Paid,0
T001310,V0178,2025-12-04,3808.38,Disputed,0
T001311,V0498,2026-03-15,32651.18,Paid,0
T001312,V0398,2025-07-08,289.01,Paid,0
T001313,V0289,2026-03-28,6641.89,Paid,0
T001314,V0485,2026-03-28,1898.07,Paid,0
T001315,V0440,2026-05-12,15218.1,Paid,0
T001316,V0104,2025-11-19,3327.09,Paid,0
T001317,V0244,2026-02-24,1057.87,Paid,0
T001318,V0363,2026-04-10,8187.06,Paid,0
T001319,V0035,2025-07-30,10025.31,Paid,0
T001320,V0498,2025-11-01,3601.96,Paid,0
T001321,V0128,2025-12-26,3245.8,Paid,0
T001322,V0061,2026-03-23,2964.89,Paid,0
T001323,V0339,2026-02-09,2829.58,Paid,0
T001324,V0037,2025-12-21,1018.2,Paid,0
T001325,V0364,2026-06-19,27234.07,Paid,0
T001326,V0046,2026-05-04,4703.15,Paid,0
T001327,V0054,2025-11-20,106180.25,Paid,0
T001328,V0169,2026-01-30,8396.84,Paid,0
T001329,V0366,2026-03-05,1446.02,Paid,0
T001330,V0054,2026-06-27,4563.7,Paid,0
T001331,V0446,2026-06-06,2421.33,Paid,0
T001332,V0489,2025-08-19,6037.89,Paid,0
T001333,V0345,2026-06-28,26300.8,Paid,0
T001334,V0178,2026-05-27,7109.0,Paid,0
T001335,V0322,2026-02-06,7455.77,Paid,0
T001336,V0485,2025-12-15,71404.39,Paid,0
T001337,V0420,2026-06-14,1653.32,Paid,0
T001338,V0326,2025-11-11,10599.46,Pending,0
T001339,V0332,2025-12-11,51203.06,Paid,0
T001340,V0256,2025-08-14,1735.72,Paid,0
T001341,V0117,2025-12-09,11829.96,Paid,0
T001342,V0161,2026-05-14,4874.22,Paid,0
T001343,V0363,2026-03-05,773.8,Paid,0
T001344,V0492,2025-09-24,3043.93,Pending,0
T001345,V0359,2026-05-24,8930.74,Paid,0
T001346,V0357,2025-08-07,2217.42,Pending,0
T001347,V0208,2025-11-11,1353.73,Paid,0
T001348,V0198,2025-08-22,113786.93,Paid,0
T001349,V0315,2026-04-17,26162.73,Paid,0
T001350,V0126,2026-04-06,8954.31,Paid,0
T001351,V0416,2025-10-18,1463.84,Pending,0
T001352,V0248,2026-02-09,3110.57,Paid,0
T001353,V0435,2026-03-22,8277.05,Disputed,0
T001354,V0383,2025-11-10,13220.91,Pending,0
T001355,V0480,2025-10-28,2510.31,Paid,0
T001356,V0441,2026-06-24,1317.42,Disputed,0
T001357,V0402,2026-03-16,14428.89,Paid,0
T001358,V0117,2025-12-25,21413.64,Disputed,0
T001359,V0239,2025-11-14,5933.52,Paid,0
T001360,V0224,2025-08-02,6812.67,Paid,0
T001361,V0445,2026-06-26,343.95,Paid,0
T001362,V0292,2025-11-06,13461.14,Pending,0
T001363,V0203,2025-10-18,8630.44,Paid,0
T001364,V0120,2026-04-17,21091.19,Paid,0
T001365,V0349,2026-04-26,12262.61,Paid,0
T001366,V0037,2026-05-10,822.54,Paid,0
T001367,V0308,2025-09-29,3146.38,Paid,0
T001368,V0351,2026-01-14,16052.68,Paid,0
T001369,V0094,2025-08-18,2832.01,Paid,0
T001370,V0047,2025-10-02,2393.35,Paid,0
T001371,V0042,2025-12-20,4324.4,Pending,0
T001372,V0032,2026-04-11,907.69,Disputed,0
T001373,V0271,2025-07-06,4062.36,Paid,1
T001374,V0440,2025-08-04,7007.96,Paid,0
T001375,V0447,2026-06-14,58438.96,Pending,0
T001376,V0362,2025-09-28,5403.58,Paid,0
T001377,V0479,2026-04-01,14363.73,Paid,0
T001378,V0099,2026-05-04,577.91,Paid,0
T001379,V0338,2026-04-06,1230.84,Disputed,0
T001380,V0252,2025-10-04,3638.66,Paid,0
T001381,V0303,2025-08-19,333906.17,Paid,0
T001382,V0268,2026-01-17,27706.7,Paid,0
T001383,V0391,2025-10-09,1298.84,Paid,0
T001384,V0252,2025-07-12,4764.69,Paid,0
T001385,V0255,2025-11-24,42633.78,Paid,0
T001386,V0485,2025-08-14,1598.88,Paid,0
T001387,V0329,2025-12-07,16880.11,Paid,0
T001388,V0097,2025-12-27,16375.72,Paid,0
T001389,V0358,2025-07-22,8521.15,Paid,0
T001390,V0328,2026-05-09,506.2,Paid,0
T001391,V0124,2026-06-02,17128.88,Paid,0
T001392,V0073,2026-05-02,781.2,Paid,0
T001393,V0293,2026-06-28,50871.76,Pending,0
T001394,V0378,2025-11-16,3942.92,Paid,0
T001395,V0432,2025-10-05,21727.87,Paid,0
T001396,V0203,2025-07-21,11551.21,Paid,0
T001397,V0327,2025-08-27,4751.84,Pending,0
T001398,V0132,2026-06-13,26724.07,Paid,0
T001399,V0439,2026-04-17,447.37,Pending,0
T001400,V0104,2025-08-13,6386.4,Disputed,0
T001401,V0241,2026-03-02,1456.26,Paid,0
T001402,V0391,2026-06-20,12971.97,Paid,0
T001403,V0074,2026-02-11,6266.33,Paid,0
T001404,V0097,2025-10-15,29900.25,Pending,1
T001405,V0129,2025-09-27,3132.73,Paid,0
T001406,V0079,2025-11-26,5000.75,Paid,0
T001407,V0370,2026-02-09,640.47,Paid,0
T001408,V0148,2026-04-11,814.6,Paid,0
T001409,V0034,2026-01-25,5136.44,Paid,0
T001410,V0165,2026-01-05,2633.87,Paid,0
T001411,V0019,2026-04-14,5495.52,Paid,0
T001412,V0293,2026-05-26,2058.08,Pending,0
T001413,V0122,2026-06-14,4768.45,Paid,0
T001414,V0246,2025-09-16,1974.41,Paid,0
T001415,V0375,2025-09-27,30287.79,Paid,0
T001416,V0379,2025-07-10,3888.71,Paid,0
T001417,V0451,2026-04-03,440.88,Paid,0
T001418,V0453,2026-01-29,4134.58,Paid,0
T001419,V0173,2025-12-13,7771.15,Paid,0
T001420,V0365,2025-10-05,115716.12,Paid,0
T001421,V0187,2026-02-22,8026.73,Paid,0
T001422,V0110,2026-01-17,8288.08,Paid,0
T001423,V0320,2026-01-27,1239.04,Paid,0
T001424,V0197,2026-03-21,994.13,Paid,1
T001425,V0089,2025-11-16,29805.05,Paid,0
T001426,V0078,2026-01-26,2739.95,Paid,0
T001427,V0250,2025-12-08,15066.29,Paid,0
T001428,V0019,2026-06-11,18534.7,Pending,0
T001429,V0183,2025-10-11,2996.32,Paid,0
T001430,V0464,2026-02-13,4016.35,Paid,0
T001431,V0288,2025-09-19,15294.25,Paid,0
T001432,V0317,2026-01-25,785.81,Disputed,0
T001433,V0354,2025-11-04,1065.44,Paid,0
T001434,V0196,2026-02-27,17552.88,Paid,1
T001435,V0477,2026-02-10,6305.64,Disputed,0
T001436,V0485,2026-06-08,19972.36,Pending,0
T001437,V0036,2025-09-28,1404.28,Paid,0
T001438,V0479,2026-06-07,672.72,Paid,0
T001439,V0403,2025-08-11,4753.58,Disputed,0
T001440,V0187,2025-11-06,1758.67,Pending,0
T001441,V0251,2025-12-10,1988.72,Paid,0
T001442,V0021,2025-11-16,59834.69,Paid,0
T001443,V0283,2025-07-16,62631.96,Pending,1
T001444,V0195,2026-01-14,10013.13,Pending,0
T001445,V0402,2026-02-02,3502.35,Paid,0
T001446,V0283,2025-10-06,4738.23,Pending,0
T001447,V0044,2026-06-06,2321.09,Paid,0
T001448,V0122,2025-08-13,50212.23,Paid,0
T001449,V0447,2026-02-20,7865.46,Paid,0
T001450,V0029,2026-06-25,17290.81,Paid,0
T001451,V0222,2026-06-16,1111.66,Paid,0
T001452,V0102,2026-06-27,1704.34,Pending,0
T001453,V0032,2026-02-11,1862.38,Paid,0
T001454,V0499,2025-10-04,24744.24,Paid,0
T001455,V0165,2025-10-24,532.14,Paid,0
T001456,V0260,2026-05-23,2000.72,Paid,0
T001457,V0272,2025-07-03,433.79,Paid,0
T001458,V0177,2025-07-30,23835.98,Paid,0
T001459,V0367,2026-02-13,445.32,Paid,0
T001460,V0349,2026-05-06,7771.06,Paid,0
T001461,V0231,2025-12-30,15056.85,Paid,0
T001462,V0161,2026-04-05,6117.12,Paid,0
T001463,V0237,2025-12-13,40729.87,Paid,0
T001464,V0073,2026-01-13,4032.12,Paid,0
T001465,V0446,2026-05-19,1302.96,Paid,0
T001466,V0464,2025-09-26,4485.99,Paid,0
T001467,V0082,2025-12-02,2542.26,Paid,0
T001468,V0223,2025-09-19,4487.44,Paid,0
T001469,V0488,2025-12-12,17356.1,Paid,0
T001470,V0254,2025-10-18,4009.59,Paid,0
T001471,V0323,2025-12-06,10659.2,Paid,0
T001472,V0145,2025-12-21,80719.05,Paid,0
T001473,V0497,2026-02-27,736.81,Paid,0
T001474,V0168,2026-06-17,6717.16,Paid,0
T001475,V0066,2025-12-11,23889.59,Paid,0
T001476,V0313,2025-10-29,13388.52,Pending,0
T001477,V0161,2026-03-18,21693.69,Paid,0
T001478,V0271,2026-03-08,1998.23,Paid,0
T001479,V0035,2026-02-15,3537.91,Paid,0
T001480,V0187,2025-07-30,18436.56,Paid,1
T001481,V0288,2025-09-12,4658.33,Paid,0
T001482,V0416,2026-05-26,7032.5,Pending,0
T001483,V0269,2026-03-15,404.86,Paid,0
T001484,V0006,2025-11-29,12453.01,Paid,1
T001485,V0041,2026-01-04,1932.14,Paid,0
T001486,V0285,2025-09-18,12495.81,Paid,0
T001487,V0142,2025-10-09,12165.38,Paid,0
T001488,V0490,2025-07-08,6003.26,Paid,0
T001489,V0282,2025-07-13,11793.19,Paid,0
T001490,V0429,2025-07-17,8186.79,Paid,0
T001491,V0262,2025-07-28,31844.33,Pending,0
T001492,V0072,2025-09-15,1568.95,Paid,0
T001493,V0185,2025-12-29,2535.69,Paid,0
T001494,V0280,2025-07-31,5799.25,Paid,0
T001495,V0422,2025-08-14,19322.52,Pending,0
T001496,V0134,2025-10-24,843.2,Paid,0
T001497,V0432,2026-06-22,2039.54,Pending,0
T001498,V0257,2025-12-10,860.51,Paid,0
T001499,V0392,2025-11-25,4644.74,Paid,0
T001500,V0021,2025-10-10,6452.4,Paid,0
T001501,V0360,2025-08-10,6701.54,Paid,0
T001502,V0109,2025-09-15,13713.39,Paid,0
T001503,V0285,2026-01-07,5070.03,Paid,0
T001504,V0172,2025-10-08,2802.99,Paid,0
T001505,V0015,2026-02-13,10018.49,Paid,0
T001506,V0095,2025-08-26,919.99,Paid,0
T001507,V0346,2025-10-17,3452.34,Paid,0
T001508,V0453,2025-11-06,14625.43,Paid,0
T001509,V0168,2026-02-19,1010.68,Paid,0
T001510,V0342,2025-11-04,3021.63,Paid,0
T001511,V0189,2025-10-18,12408.47,Paid,0
T001512,V0153,2025-07-17,19367.79,Pending,0
T001513,V0455,2025-10-12,399.39,Paid,0
T001514,V0451,2026-02-28,2037.08,Paid,0
T001515,V0454,2026-04-22,43889.28,Paid,1
T001516,V0355,2025-09-16,1580.87,Paid,0
T001517,V0222,2026-02-23,5960.15,Paid,0
T001518,V0144,2026-06-28,1794.95,Paid,0
T001519,V0140,2025-10-04,7674.98,Pending,1
T001520,V0428,2026-02-07,7915.5,Paid,0
T001521,V0381,2025-07-24,2800.46,Paid,0
T001522,V0279,2025-09-21,221.35,Paid,0
T001523,V0165,2026-05-23,3148.02,Paid,0
T001524,V0178,2025-11-26,370.43,Paid,0
T001525,V0209,2025-12-31,2471.65,Paid,0
T001526,V0231,2026-04-02,13901.56,Paid,0
T001527,V0441,2026-05-16,1346.28,Paid,0
T001528,V0436,2026-04-19,491.22,Paid,0
T001529,V0058,2026-03-13,6123.85,Paid,0
T001530,V0282,2026-06-05,39416.55,Paid,0
T001531,V0429,2026-01-07,5957.03,Paid,0
T001532,V0296,2025-12-26,33587.43,Paid,0
T001533,V0330,2026-02-17,329.69,Paid,0
T001534,V0458,2026-03-15,20476.66,Paid,0
T001535,V0157,2025-10-31,11864.0,Paid,0
T001536,V0488,2025-10-05,1607.38,Paid,0
T001537,V0130,2026-02-16,32010.09,Paid,0
T001538,V0358,2026-05-01,2244.61,Paid,0
T001539,V0302,2026-03-01,10922.73,Disputed,0
T001540,V0256,2025-12-10,3043.46,Paid,0
T001541,V0386,2026-04-01,15099.22,Pending,0
T001542,V0486,2026-06-15,4798.55,Paid,0
T001543,V0464,2025-08-13,4305.84,Paid,0
T001544,V0367,2026-05-19,31571.0,Paid,0
T001545,V0241,2025-07-17,1899.01,Paid,0
T001546,V0315,2026-01-26,44321.21,Paid,1
T001547,V0093,2026-02-22,1416.79,Paid,0
T001548,V0371,2025-07-24,2510.44,Paid,0
T001549,V0232,2025-11-27,7507.44,Disputed,0
T001550,V0040,2025-10-09,4641.99,Paid,0
T001551,V0335,2025-09-28,1548.65,Paid,0
T001552,V0118,2026-06-30,3152.2,Paid,0
T001553,V0072,2025-09-05,6427.24,Paid,0
T001554,V0011,2026-06-27,5987.77,Paid,0
T001555,V0243,2025-07-17,1481.11,Paid,0
T001556,V0135,2026-06-05,2776.36,Pending,0
T001557,V0449,2025-09-08,1658.73,Paid,0
T001558,V0229,2026-06-02,32954.91,Paid,0
T001559,V0405,2026-06-01,1356.53,Paid,0
T001560,V0076,2025-11-30,817.26,Paid,1
T001561,V0058,2026-03-25,72518.56,Paid,1
T001562,V0472,2025-11-01,1183.68,Paid,0
T001563,V0199,2026-04-09,9883.45,Paid,0
T001564,V0066,2026-03-18,24.82,Paid,0
T001565,V0321,2026-01-27,17650.25,Paid,0
T001566,V0031,2026-02-06,976.93,Paid,0
T001567,V0372,2026-01-07,2523.64,Paid,0
T001568,V0066,2026-03-02,18342.54,Paid,0
T001569,V0387,2026-05-21,631.1,Paid,0
T001570,V0222,2026-05-03,457.67,Paid,0
T001571,V0238,2026-05-28,1780.09,Paid,0
T001572,V0486,2026-02-25,5139.73,Paid,0
T001573,V0356,2026-04-12,64607.45,Paid,0
T001574,V0241,2025-12-19,716.99,Paid,0
T001575,V0324,2025-08-01,2174.87,Paid,0
T001576,V0263,2025-10-24,46798.38,Paid,0
T001577,V0423,2025-12-18,5282.34,Paid,0
T001578,V0338,2025-10-04,1019.0,Paid,0
T001579,V0165,2025-10-12,27211.45,Paid,0
T001580,V0449,2025-11-26,7473.29,Paid,0
T001581,V0094,2026-05-27,16149.37,Paid,0
T001582,V0478,2026-04-16,4233.45,Paid,0
T001583,V0064,2026-01-08,6487.89,Paid,0
T001584,V0027,2026-02-03,8980.4,Paid,0
T001585,V0161,2025-08-30,1832.54,Disputed,0
T001586,V0022,2025-08-04,1503.69,Paid,0
T001587,V0474,2026-06-16,4056.33,Paid,0
T001588,V0058,2025-12-19,2483.4,Paid,0
T001589,V0385,2025-11-13,24090.89,Paid,0
T001590,V0300,2025-12-09,10518.01,Paid,0
T001591,V0278,2026-05-11,7657.32,Paid,0
T001592,V0064,2025-08-17,1760.02,Paid,0
T001593,V0457,2025-09-26,99131.38,Paid,1
T001594,V0441,2026-05-03,22382.1,Paid,0
T001595,V0210,2026-06-29,4196.78,Pending,0
T001596,V0385,2026-01-10,562.38,Pending,0
T001597,V0176,2025-12-11,474.58,Paid,0
T001598,V0106,2026-01-06,63263.0,Paid,0
T001599,V0112,2025-12-07,3024.44,Pending,0
T001600,V0195,2026-05-03,13707.26,Paid,0
T001601,V0366,2025-07-11,3269.51,Paid,0
T001602,V0371,2026-02-13,2291.61,Disputed,0
T001603,V0246,2025-09-18,11716.35,Paid,0
T001604,V0196,2026-01-02,1203.12,Paid,0
T001605,V0316,2026-06-21,5821.12,Paid,0
T001606,V0077,2025-11-27,1068.72,Paid,0
T001607,V0210,2025-12-06,51835.59,Paid,0
T001608,V0447,2025-09-28,1881.75,Paid,0
T001609,V0009,2025-10-08,6419.39,Paid,0
T001610,V0401,2025-09-29,7108.81,Paid,0
T001611,V0092,2025-09-16,5428.43,Paid,0
T001612,V0088,2025-11-16,5077.05,Paid,0
T001613,V0070,2025-09-23,32339.1,Paid,0
T001614,V0090,2026-06-28,1413.28,Paid,0
T001615,V0035,2026-01-09,1441.15,Paid,0
T001616,V0387,2026-01-18,7642.04,Paid,0
T001617,V0332,2026-03-23,2019.72,Paid,0
T001618,V0385,2025-11-05,5405.47,Paid,0
T001619,V0413,2025-07-18,846.38,Paid,0
T001620,V0310,2026-01-27,14660.32,Paid,1
T001621,V0111,2026-02-07,69305.77,Paid,0
T001622,V0389,2025-09-09,8208.43,Paid,0
T001623,V0117,2026-02-09,1830.27,Paid,0
T001624,V0105,2026-02-22,2402.51,Paid,0
T001625,V0192,2025-07-27,93.57,Pending,0
T001626,V0040,2026-05-02,309.16,Paid,0
T001627,V0445,2026-03-02,1040.21,Paid,0
T001628,V0006,2025-08-20,258.92,Paid,0
T001629,V0112,2026-05-18,5176.62,Paid,0
T001630,V0236,2025-12-24,7398.27,Paid,0
T001631,V0064,2026-02-09,14701.86,Paid,0
T001632,V0281,2026-04-15,1178.88,Paid,0
T001633,V0074,2025-09-10,10756.94,Paid,0
T001634,V0113,2025-07-21,1079.53,Paid,0
T001635,V0453,2025-09-15,3273.07,Paid,0
T001636,V0034,2025-09-21,15889.03,Paid,0
T001637,V0240,2025-09-22,36840.89,Paid,0
T001638,V0461,2025-12-22,1317.88,Paid,0
T001639,V0170,2026-05-19,11350.35,Paid,0
T001640,V0302,2026-03-23,47232.03,Paid,0
T001641,V0418,2025-07-11,3951.24,Paid,0
T001642,V0499,2026-01-23,350.93,Paid,0
T001643,V0422,2025-09-13,11494.72,Disputed,0
T001644,V0238,2025-09-16,5033.62,Paid,0
T001645,V0154,2025-08-10,952.67,Paid,0
T001646,V0397,2025-12-07,3301.37,Disputed,0
T001647,V0171,2026-01-05,1480.8,Paid,0
T001648,V0491,2026-01-18,7024.18,Paid,0
T001649,V0313,2025-09-22,1846.22,Pending,0
T001650,V0052,2025-08-11,1129.13,Pending,0
T001651,V0407,2026-06-22,1775.82,Paid,0
T001652,V0293,2025-08-13,3214.78,Disputed,0
T001653,V0315,2025-06-30,12781.16,Paid,0
T001654,V0252,2025-08-24,2233.57,Paid,0
T001655,V0314,2025-11-22,978.19,Paid,0
T001656,V0398,2026-06-23,5276.52,Paid,0
T001657,V0202,2025-12-20,18015.37,Paid,0
T001658,V0261,2025-12-03,912.58,Paid,0
T001659,V0121,2025-12-05,8150.19,Paid,0
T001660,V0019,2025-08-09,2246.33,Paid,0
T001661,V0247,2026-02-07,224.42,Paid,0
T001662,V0374,2026-04-26,962.67,Paid,0
T001663,V0187,2025-09-18,3292.87,Paid,0
T001664,V0412,2025-11-06,1194.15,Disputed,0
T001665,V0402,2026-06-28,23912.91,Paid,0
T001666,V0363,2026-02-01,1675.28,Pending,0
T001667,V0172,2025-09-13,5223.09,Paid,0
T001668,V0093,2026-01-29,2953.96,Paid,0
T001669,V0054,2026-03-04,2120.35,Pending,0
T001670,V0381,2026-03-15,2012.2,Paid,0
T001671,V0475,2026-05-09,207.76,Paid,0
T001672,V0494,2026-04-28,6281.69,Paid,0
T001673,V0171,2025-07-09,2706.12,Paid,0
T001674,V0450,2026-01-29,6902.62,Paid,0
T001675,V0231,2025-11-12,1238.21,Paid,0
T001676,V0464,2026-04-22,2200.01,Paid,0
T001677,V0488,2026-02-15,23560.77,Pending,0
T001678,V0009,2026-03-13,100936.08,Paid,0
T001679,V0255,2026-04-23,644.11,Paid,0
T001680,V0121,2026-01-15,6107.84,Paid,0
T001681,V0351,2026-02-04,901.96,Paid,0
T001682,V0464,2026-02-03,2100.62,Pending,0
T001683,V0159,2026-04-03,17579.96,Paid,0
T001684,V0063,2025-07-01,72255.93,Paid,0
T001685,V0392,2026-02-16,2250.38,Paid,0
T001686,V0262,2025-08-31,4372.87,Paid,0
T001687,V0048,2025-12-27,32626.41,Paid,1
T001688,V0407,2025-08-13,2222.71,Paid,0
T001689,V0474,2026-05-19,2861.31,Paid,0
T001690,V0054,2026-03-19,14895.18,Paid,0
T001691,V0248,2026-04-26,9298.91,Paid,0
T001692,V0337,2026-03-10,6339.41,Paid,0
T001693,V0461,2025-07-21,5845.02,Paid,0
T001694,V0174,2026-01-28,2148.67,Paid,0
T001695,V0267,2026-04-13,23623.18,Paid,0
T001696,V0283,2025-12-21,32823.43,Paid,0
T001697,V0218,2025-11-27,147.57,Disputed,0
T001698,V0187,2025-08-07,4838.01,Paid,0
T001699,V0146,2025-12-14,2132.85,Paid,0
T001700,V0307,2025-08-20,3412.21,Paid,0
T001701,V0455,2025-09-01,1867.35,Paid,0
T001702,V0142,2025-12-06,30434.2,Pending,0
T001703,V0416,2026-06-29,6490.49,Paid,0
T001704,V0283,2026-06-01,27858.45,Paid,0
T001705,V0027,2025-09-08,6231.99,Paid,0
T001706,V0185,2026-01-23,5636.35,Paid,0
T001707,V0407,2025-11-03,11242.57,Paid,0
T001708,V0009,2026-02-25,484.28,Disputed,0
T001709,V0443,2026-06-14,212328.74,Paid,1
T001710,V0407,2025-10-04,4802.28,Paid,0
T001711,V0199,2025-10-06,14819.22,Disputed,0
T001712,V0211,2026-04-22,2492.16,Paid,0
T001713,V0216,2025-11-07,9989.02,Paid,0
T001714,V0098,2025-11-06,14547.74,Paid,0
T001715,V0496,2026-06-08,608.95,Paid,0
T001716,V0024,2025-08-05,8183.52,Disputed,0
T001717,V0295,2025-07-01,17850.92,Paid,0
T001718,V0055,2025-12-21,2155.27,Paid,0
T001719,V0445,2026-01-04,2408.39,Paid,0
T001720,V0228,2026-06-04,689.44,Paid,0
T001721,V0446,2026-06-05,62752.15,Pending,0
T001722,V0224,2025-07-25,1718.89,Paid,0
T001723,V0427,2025-07-30,17217.91,Paid,0
T001724,V0148,2025-09-10,2612.31,Paid,0
T001725,V0391,2026-03-28,725.11,Paid,0
T001726,V0103,2026-06-17,22566.32,Paid,0
T001727,V0069,2025-07-08,32936.23,Disputed,0
T001728,V0283,2026-03-17,7320.46,Paid,0
T001729,V0131,2026-06-18,5205.04,Paid,0
T001730,V0491,2025-08-23,2066.08,Paid,0
T001731,V0343,2026-04-10,36614.23,Pending,0
T001732,V0322,2026-03-11,25275.78,Paid,0
T001733,V0291,2025-12-21,1266.93,Paid,0
T001734,V0412,2025-11-16,8584.84,Disputed,0
T001735,V0290,2026-04-14,2823.37,Pending,0
T001736,V0167,2025-07-23,18698.46,Paid,0
T001737,V0253,2025-10-24,3362.02,Paid,0
T001738,V0459,2025-09-08,1471.65,Paid,0
T001739,V0349,2026-04-06,4174.82,Paid,0
T001740,V0050,2025-07-18,110974.67,Paid,0
T001741,V0473,2025-10-29,6608.72,Paid,0
T001742,V0383,2026-05-18,19677.42,Paid,0
T001743,V0086,2026-06-01,47941.53,Paid,0
T001744,V0111,2026-01-26,4971.77,Paid,0
T001745,V0357,2025-12-25,5777.71,Disputed,0
T001746,V0293,2025-07-10,8083.84,Paid,0
T001747,V0024,2025-09-29,1951.66,Paid,0
T001748,V0339,2026-02-15,2295.27,Pending,0
T001749,V0105,2026-01-03,62817.31,Paid,0
T001750,V0079,2026-06-17,4612.02,Paid,0
T001751,V0351,2026-01-31,2169.02,Paid,0
T001752,V0417,2025-09-23,1524.18,Paid,0
T001753,V0487,2026-04-28,5897.72,Paid,0
T001754,V0313,2026-02-12,2399.63,Paid,0
T001755,V0396,2025-07-10,1744.97,Paid,0
T001756,V0047,2026-04-23,238.85,Paid,0
T001757,V0359,2026-03-30,2841.93,Paid,0
T001758,V0070,2025-07-27,5396.71,Paid,0
T001759,V0465,2025-07-25,5174.09,Paid,0
T001760,V0283,2025-08-11,2131.11,Paid,0
T001761,V0070,2025-09-29,572.78,Paid,0
T001762,V0405,2025-10-20,8302.13,Paid,0
T001763,V0217,2026-05-20,7539.52,Paid,0
T001764,V0142,2025-12-19,98065.02,Pending,0
T001765,V0371,2025-07-15,24407.42,Paid,0
T001766,V0247,2025-08-19,1228.49,Paid,0
T001767,V0323,2026-05-05,2787.04,Pending,0
T001768,V0331,2025-11-25,11164.55,Paid,0
T001769,V0308,2026-06-07,6978.78,Pending,0
T001770,V0040,2025-09-15,183.21,Paid,0
T001771,V0161,2026-01-10,4223.09,Paid,0
T001772,V0026,2025-07-01,148387.89,Paid,0
T001773,V0046,2026-01-01,10319.62,Paid,0
T001774,V0063,2025-10-28,1748.99,Disputed,0
T001775,V0190,2026-06-03,1022.36,Paid,0
T001776,V0374,2025-07-21,5604.74,Paid,0
T001777,V0124,2026-01-26,9280.2,Paid,0
T001778,V0009,2026-05-15,29850.35,Paid,0
T001779,V0411,2025-07-24,1395.04,Pending,0
T001780,V0379,2025-07-02,574.39,Paid,0
T001781,V0281,2026-02-27,4656.55,Paid,0
T001782,V0392,2025-10-04,5285.3,Paid,0
T001783,V0034,2025-09-10,16980.93,Paid,0
T001784,V0293,2026-05-26,22265.71,Paid,0
T001785,V0125,2026-01-30,9981.19,Paid,0
T001786,V0221,2025-10-17,1623.4,Paid,0
T001787,V0485,2026-05-19,3262.22,Paid,0
T001788,V0444,2025-07-21,11403.96,Paid,0
T001789,V0099,2025-07-11,10552.04,Paid,0
T001790,V0442,2025-11-25,10708.81,Pending,0
T001791,V0012,2025-10-23,11819.8,Paid,0
T001792,V0092,2025-11-18,3011.27,Paid,0
T001793,V0020,2025-11-25,7911.7,Paid,0
T001794,V0470,2025-10-18,250.81,Paid,0
T001795,V0132,2026-04-26,1068.88,Paid,0
T001796,V0073,2025-08-21,4008.94,Paid,0
T001797,V0025,2026-05-06,4814.6,Disputed,0
T001798,V0021,2026-01-24,106984.21,Pending,0
T001799,V0314,2026-03-15,3987.62,Paid,0
T001800,V0492,2026-03-13,85742.62,Paid,1
T001801,V0014,2025-07-15,6705.84,Paid,0
T001802,V0429,2026-05-01,5208.73,Paid,0
T001803,V0327,2026-06-24,4800.65,Paid,0
T001804,V0492,2026-01-28,10008.99,Paid,0
T001805,V0454,2025-07-29,376.9,Pending,0
T001806,V0328,2026-04-20,1617.92,Paid,0
T001807,V0245,2025-12-22,35026.53,Paid,0
T001808,V0088,2025-09-18,72823.04,Paid,0
T001809,V0232,2025-11-17,2488.83,Pending,0
T001810,V0357,2025-11-27,723.9,Paid,0
T001811,V0188,2026-05-18,30.52,Paid,0
T001812,V0050,2025-08-28,13789.72,Pending,0
T001813,V0484,2025-10-06,20900.98,Paid,0
T001814,V0419,2025-07-13,2065.69,Pending,0
T001815,V0109,2025-08-20,2006.57,Paid,0
T001816,V0282,2025-10-01,4138.86,Paid,0
T001817,V0391,2026-04-13,7359.83,Paid,0
T001818,V0136,2025-11-25,4202.09,Paid,0
T001819,V0342,2026-04-07,16412.05,Paid,0
T001820,V0331,2026-01-07,6727.77,Paid,0
T001821,V0354,2026-06-20,66824.5,Paid,0
T001822,V0149,2025-11-23,75803.8,Paid,0
T001823,V0131,2026-04-24,16916.96,Paid,0
T001824,V0483,2026-05-16,2960.32,Pending,0
T001825,V0337,2025-11-28,44991.82,Paid,0
T001826,V0347,2026-06-12,624.7,Paid,0
T001827,V0297,2026-01-12,10527.7,Paid,0
T001828,V0151,2025-07-10,10975.76,Disputed,0
T001829,V0456,2025-10-05,12698.29,Paid,0
T001830,V0221,2026-01-22,242535.33,Paid,0
T001831,V0012,2026-04-11,4412.48,Paid,0
