vendor_id,vendor_name,category,country,annual_contract_value,is_critical_supplier,compliance_risk_score,geo_risk_score,total_spend,spend_share_pct,disputed_count,anomaly_count,financial_risk_score,audit_risk_score,composite_risk_score,risk_tier
V0246,"Curtis, Mack and Le",Software Licensing,France,25603.78,0,60.0,10.0,72285.05,0.08322350751748732,0.0,0,0.6657880601398986,0.0,23.2,Medium
V0038,Cummings PLC,IT Services,United States,59911.9,0,60.0,10.0,41161.74,0.04739049607523074,0.0,0,0.37912396860184594,0.0,23.1,Medium
V0285,Wood LLC,Logistics,Pakistan,116158.64,0,33.0,55.00000000000001,222577.9,0.2562592615468418,0.0,0,2.0500740923747345,0.0,23.1,Medium
V0163,Stephens Ltd,Professional Services,United States,126598.82,0,60.0,10.0,31760.29,0.03656638175629093,0.0,0,0.2925310540503274,0.0,23.1,Medium
V0391,Romero-Hicks,IT Services,Vietnam,13606.33,0,25.0,40.0,118697.31999999999,0.13665906440302106,0.0,0,1.0932725152241685,30.0,23.0,Medium
V0109,Clark Group,Manufacturing,Nigeria,53931.66,0,25.0,60.0,113253.01,0.13039090004244397,0.0,0,1.0431272003395518,10.0,23.0,Medium
V0118,King-Miller,Raw Materials,Pakistan,668212.3,1,25.0,55.00000000000001,168499.56999999998,0.19399758636935824,1.0,0,7.551980690954866,7.0,23.0,Medium
V0322,Patterson-Mendez,Manufacturing,China,57771.22,0,33.0,40.0,132612.27,0.15267967925948805,2.0,0,13.221437434075904,0.0,22.9,Medium
V0253,Burke-Bell,Professional Services,France,2727853.63,0,33.0,10.0,309985.21,0.3568933888092335,4.0,1,36.855147110473865,0.0,22.8,Medium
V0405,Berry PLC,Logistics,Mexico,17044.36,0,35.0,35.0,100798.45,0.11605166713346769,0.0,1,10.928413337067742,4.0,22.8,Medium
V0334,Glenn LLC,Logistics,United States,93039.75,0,45.0,10.0,459939.43000000005,0.5295392700177123,1.0,1,20.2363141601417,0.0,22.8,Medium
V0054,"Wheeler, Harvey and Barnes",Logistics,Germany,171315.42,0,35.0,10.0,1815350.3599999999,2.090056302545731,1.0,1,32.72045042036585,2.0,22.8,Medium
V0368,"Wise, Baker and Clark",Marketing,South Africa,6295.28,0,35.0,35.0,168181.33,0.19363118904332244,2.0,0,13.54904951234658,0.0,22.6,Medium
V0193,Garcia-Lozano,Logistics,Vietnam,35512.2,0,33.0,40.0,62456.3,0.0719074324852019,0.0,1,10.575259459881615,2.0,22.6,Medium
V0048,House-Glover,Raw Materials,Brazil,42199.17,0,25.0,30.0,352918.83,0.40632389272149394,3.0,1,31.250591141771952,0.0,22.6,Medium
V0071,Nolan and Sons,Facilities,South Africa,8020.57,0,25.0,35.0,119924.32,0.13807173885955057,1.0,2,27.104573910876404,0.0,22.5,Medium
V0398,"Harris, Shaw and Carr",Manufacturing,UAE,154716.94,0,33.0,30.0,53470.64,0.06156202714122572,1.0,1,16.492496217129805,4.0,22.5,Medium
V0096,Carr-Mack,IT Services,China,18199.93,0,28.0,40.0,256618.81999999998,0.2954513871872361,0.0,0,2.363611097497889,20.0,22.4,Medium
V0325,"Smith, Marks and Williams",Raw Materials,France,48723.29,0,45.0,10.0,75714.01,0.08717135120490488,1.0,0,6.697370809639239,15.0,22.4,Medium
V0401,"Gomez, Ingram and Le",Professional Services,Germany,70065.13,0,45.0,10.0,230515.95,0.2653985284332754,1.0,1,18.1231882274662,0.0,22.3,Medium
V0131,Zimmerman-Graham,Software Licensing,Mexico,50511.42,0,35.0,35.0,249127.57,0.28682653183069456,0.0,1,12.294612254645557,0.0,22.3,Medium
V0369,"Fowler, Jimenez and Burton",Marketing,Mexico,147368.26,0,33.0,35.0,120093.03,0.13826597871901353,2.0,0,13.106127829752108,2.0,22.2,Medium
V0436,"Aguilar, Davis and Dixon",Software Licensing,France,77566.24,0,25.0,10.0,163069.84,0.1877462083116143,1.0,1,17.501969666492915,35.0,22.1,Medium
V0067,Martin-Ramos,Raw Materials,United States,7805.3,0,33.0,10.0,253717.08000000002,0.29211054449979534,1.0,1,18.336884355998365,20.0,22.1,Medium
V0444,Vega Ltd,Facilities,Singapore,52576.15,0,35.0,15.0,180437.69,0.2077422295502742,0.0,2,21.661937836402192,7.0,22.1,Medium
V0428,"Wilson, Parker and Sullivan",IT Services,Vietnam,8380.99,0,35.0,40.0,146966.13999999998,0.16920563321331442,1.0,0,7.353645065706515,0.0,22.1,Medium
V0223,"Walker, Brown and Colon",Raw Materials,United Kingdom,51985.54,0,45.0,10.0,70811.09,0.08152650210432821,1.0,1,16.652212016834625,0.0,21.9,Medium
V0088,Terry-Spencer,Facilities,France,12381.21,0,55.0,10.0,277376.65,0.3193503735066995,0.0,0,2.554802988053596,0.0,21.9,Medium
V0201,Sanchez Group,Facilities,South Africa,7910.41,0,35.0,35.0,49619.71,0.057128359296985204,0.0,1,10.457026874375881,0.0,21.9,Medium
V0103,Manning Group,Software Licensing,Vietnam,23945.05,0,35.0,40.0,79289.13,0.0912874723972665,1.0,0,6.730299779178132,0.0,21.9,Medium
V0495,"Barrett, White and Jefferson",Facilities,China,58714.43,0,35.0,40.0,75163.54,0.08653758192366137,1.0,0,6.692300655389291,0.0,21.9,Medium
V0025,"Gill, Romero and Rodriguez",Software Licensing,China,92299.1,0,35.0,40.0,62843.35,0.07235305241054805,1.0,0,6.578824419284384,0.0,21.9,Medium
V0340,"Wallace, West and Acosta",Software Licensing,United States,22877.34,0,25.0,10.0,83506.88,0.09614346888384129,0.0,0,0.7691477510707303,55.0,21.9,Medium
V0076,Walker-Velasquez,Manufacturing,UAE,11317.06,0,35.0,30.0,470392.01,0.5415735754544124,0.0,1,14.3325886036353,0.0,21.8,Medium
V0435,"Hernandez, Murphy and Meyer",Manufacturing,France,26310.87,0,33.0,10.0,68940.75,0.07937313491359851,1.0,1,16.634985079308787,20.0,21.7,Medium
V0443,West-Stark,Raw Materials,Brazil,32165.6,0,35.0,30.0,352736.33,0.40611377610509897,0.0,1,13.248910208840792,0.0,21.6,Medium
V0083,"Hartman, Graham and Joyce",Manufacturing,United States,45335.07,0,45.0,10.0,68770.69,0.07917734076683616,1.0,0,6.633418726134689,11.0,21.6,Medium
V0254,"Lewis, Douglas and Walker",Manufacturing,Germany,30392.22,0,30.0,10.0,273942.13,0.31539612845825643,1.0,0,8.523169027666052,35.0,21.6,Medium
V0377,Li PLC,Raw Materials,India,33974.32,0,45.0,20.0,168277.91,0.1937423839080426,1.0,0,7.54993907126434,0.0,21.6,Medium
V0476,"Harding, Morgan and Hines",Raw Materials,France,301477.77,1,35.0,10.0,111176.87,0.12800059038785624,3.0,1,29.02400472310285,0.0,21.5,Medium
V0439,Scott-Smith,Marketing,Singapore,88808.63,0,35.0,15.0,528246.0599999999,0.6081823274037031,0.0,2,24.865458619229624,0.0,21.5,Medium
V0041,Owens-Daniel,Raw Materials,Pakistan,80018.57,0,25.0,55.00000000000001,108105.72,0.12446470191420464,1.0,0,6.995717615313637,0.0,21.5,Medium
V0137,Lewis-Salinas,Marketing,UAE,7131.92,0,28.0,30.0,70637.33,0.0813264480590417,2.0,1,22.650611584472333,0.0,21.5,Medium
V0102,"Briggs, Mcclain and Simmons",Raw Materials,Pakistan,411236.84,1,25.0,55.00000000000001,110681.87,0.12743068504475757,1.0,0,7.01944548035806,0.0,21.5,Medium
V0199,"Brennan, Wallace and Benson",IT Services,France,6747.8,0,35.0,10.0,111048.94,0.12785330151807323,3.0,1,29.022826412144585,0.0,21.5,Medium
V0214,Browning LLC,Software Licensing,Pakistan,37544.19,0,25.0,55.00000000000001,72523.25,0.08349775287652997,1.0,0,6.6679820230122395,0.0,21.4,Medium
V0332,Robertson-Hays,Software Licensing,China,7102.32,0,33.0,40.0,134037.09,0.15432010861495046,1.0,0,7.234560868919604,0.0,21.4,Medium
V0393,Silva-Robles,IT Services,UAE,51261.04,0,25.0,30.0,27328.129999999997,0.03146352990686,0.0,1,10.25170823925488,20.0,21.3,Medium
V0298,"Santiago, Romero and Smith",Software Licensing,Nigeria,16941.68,0,25.0,60.0,240167.86,0.2765110033425838,0.0,0,2.2120880267406706,0.0,21.3,Medium
V0276,Foster LLC,Professional Services,Vietnam,2503.36,0,30.0,40.0,122147.77,0.14063165004159658,0.0,1,11.125053200332772,0.0,21.3,Medium
V0080,"Ross, Zavala and Herrera",Professional Services,France,53813.65,0,33.0,10.0,286732.47,0.3301219529149209,3.0,1,30.640975623319367,0.0,21.2,Medium
V0075,Moore-Haynes,Manufacturing,Nigeria,94815.81,0,25.0,60.0,199618.53,0.22982558955253912,0.0,0,1.838604716420313,0.0,21.2,Medium
V0143,"Cooper, Barajas and Pierce",Software Licensing,Mexico,40496.85,0,28.0,35.0,411941.37,0.4742779551644361,1.0,0,9.794223641315488,10.0,21.2,Medium
V0446,"Long, Anderson and Irwin",Facilities,UAE,1413198.12,1,35.0,30.0,256228.53,0.29500203697237154,1.0,0,8.360016295778973,4.0,21.1,Medium
V0265,Rodriguez-Gregory,Facilities,Brazil,13780.26,0,33.0,30.0,129403.16,0.1489849541370811,0.0,1,11.191879633096649,4.0,21.1,Medium
V0272,Berry-Mckinney,Logistics,Nigeria,13422.0,0,25.0,60.0,170334.42,0.1961100930739737,0.0,0,1.5688807445917896,0.0,21.1,Medium
V0225,Wilson-Young,Facilities,South Africa,99058.49,0,25.0,35.0,113278.67000000001,0.1304204430143711,0.0,2,21.043363544114968,0.0,21.0,Medium
V0021,"Moore, Becker and Carlson",Software Licensing,UAE,349506.79,0,30.0,30.0,204541.27000000002,0.23549325789331824,0.0,0,1.883946063146546,20.0,21.0,Medium
V0007,"Baker, Williams and Stevens",Marketing,France,58478.36,0,45.0,10.0,271274.01,0.31232425806627967,0.0,1,12.498594064530238,0.0,20.9,Medium
V0324,Ashley PLC,IT Services,Germany,64111.55,0,45.0,10.0,99418.69,0.11446311643408617,1.0,0,6.915704931472689,7.0,20.9,Medium
V0259,Jones-Figueroa,Manufacturing,Vietnam,23417.25,0,25.0,40.0,231002.21000000002,0.2659583712052656,1.0,0,8.127666969642124,10.0,20.8,Medium
V0280,Gonzalez-Morrison,Professional Services,Nigeria,17954.09,0,25.0,60.0,39815.92,0.04584102130987906,0.0,0,0.3667281704790325,0.0,20.8,Medium
V0024,"Peterson, Carter and Moore",Logistics,Germany,9763.64,0,33.0,10.0,154908.85,0.17835026526924053,1.0,0,7.426802122153925,27.0,20.8,Medium
V0090,Kelley-Smith,IT Services,Singapore,589390.7,1,45.0,15.0,38443.16,0.044260529877975706,0.0,0,0.35408423902380565,10.0,20.8,Medium
V0208,"Howard, Phillips and Lyons",Manufacturing,Brazil,270429.43,0,30.0,30.0,127811.06,0.1471519313153691,0.0,0,1.1772154505229528,20.0,20.8,Medium
V0361,Shaw-Oneill,Manufacturing,France,50246.2,0,45.0,10.0,184138.12999999998,0.2120026346569734,0.0,1,11.696021077255788,0.0,20.7,Medium
V0283,Jones-Ramos,Manufacturing,France,10997.62,0,45.0,10.0,189462.69999999998,0.21813293949071688,0.0,1,11.745063515925736,0.0,20.7,Medium
V0292,Schroeder-Shelton,Logistics,China,25477.27,0,35.0,40.0,142896.48,0.16452013628685982,0.0,0,1.3161610902948786,0.0,20.6,Medium
V0294,Cummings-Douglas,IT Services,China,32412.89,0,25.0,40.0,586782.0800000001,0.6755762477304346,0.0,0,5.4046099818434765,12.0,20.5,Medium
V0308,"Rose, Burch and Montoya",Marketing,China,81274.83,0,35.0,40.0,96069.24,0.1106068145119813,0.0,0,0.8848545160958504,0.0,20.5,Medium
V0287,Carpenter-Best,Facilities,Vietnam,56848.48,0,30.0,40.0,160328.49,0.1845900264685767,1.0,0,7.476720211748614,0.0,20.4,Medium
V0264,"Ramos, Nelson and Fischer",Facilities,India,29700.07,0,35.0,20.0,32799.869999999995,0.03776327508271221,1.0,1,16.302106200661697,0.0,20.3,Medium
V0140,Vaughn Ltd,Facilities,Singapore,122749.3,0,30.0,15.0,144887.14,0.16681203077229992,1.0,2,27.3344962461784,0.0,20.3,Medium
V0342,"Walsh, Cox and Owen",IT Services,Pakistan,97638.5,0,25.0,55.00000000000001,221163.33000000002,0.2546306332616154,0.0,0,2.037045066092923,0.0,20.3,Medium
V0266,"Parker, Walker and Joyce",Manufacturing,France,241198.11,1,35.0,10.0,70762.61,0.08147068592042232,2.0,1,22.651765487363377,2.0,20.3,Medium
V0220,Richardson-Curry,Marketing,Pakistan,29951.01,0,25.0,55.00000000000001,220879.16000000003,0.25430346154171973,0.0,0,2.034427692333758,0.0,20.3,Medium
V0015,Trujillo Group,Manufacturing,China,10456.78,0,35.0,40.0,28830.6,0.03319335956513372,0.0,0,0.2655468765210698,0.0,20.3,Medium
V0475,James and Sons,Facilities,Vietnam,51719.62,0,30.0,40.0,121518.69,0.1399073751865733,1.0,0,7.119259001492587,0.0,20.3,Medium
V0152,Wilson-Jones,Facilities,United States,28539.18,0,35.0,10.0,174737.52,0.20117948745013098,2.0,1,23.609435899601046,0.0,20.2,Medium
V0468,Dominguez Ltd,Logistics,Mexico,47460.51,0,35.0,35.0,66707.42,0.076801848651169,0.0,0,0.614414789209352,4.0,20.2,Medium
V0101,Contreras-Travis,Manufacturing,China,615.09,0,33.0,40.0,114320.23999999999,0.131619627475404,0.0,0,1.052957019803232,2.0,20.2,Medium
V0162,Mcdaniel LLC,Marketing,Vietnam,56315.11,0,30.0,40.0,79158.68000000001,0.09113728219119131,0.0,0,0.7290982575295305,7.0,20.1,Medium
V0032,"Brennan, Henderson and Lewis",Facilities,China,10834.35,0,25.0,40.0,138890.47,0.15990792112826024,2.0,0,13.279263369026083,0.0,20.1,Medium
V0099,Thompson Ltd,Facilities,South Africa,6753.19,0,35.0,35.0,365849.4,0.42121116733222463,0.0,0,3.369689338657797,0.0,20.1,Medium
V0117,Lewis-Murphy,Software Licensing,United States,97919.94,0,45.0,10.0,331848.12,0.3820646801722352,1.0,0,9.056517441377881,0.0,20.0,Medium
V0011,Reid-Diaz,Raw Materials,Brazil,51205.5,0,35.0,30.0,124309.18000000001,0.14312013308730762,1.0,0,7.144961064698461,0.0,20.0,Medium
V0062,"Garcia, Humphrey and Baker",IT Services,India,335623.98,0,33.0,20.0,210282.76,0.2421035726980611,1.0,1,17.93682858158449,0.0,20.0,Medium
V0027,George Group,IT Services,UAE,15002.28,0,35.0,30.0,94572.01000000001,0.10888301779107695,0.0,0,0.8710641423286156,7.0,19.9,Low
V0059,"Lewis, Baker and Mahoney",IT Services,India,11759.96,0,35.0,20.0,481236.07,0.5540586011814483,0.0,1,14.432468809451587,0.0,19.9,Low
V0189,Gibson-Morris,IT Services,United States,108774.39,0,45.0,10.0,218758.59,0.25186199856512415,1.0,0,8.014895988520994,0.0,19.8,Low
V0480,Taylor-Mccoy,Manufacturing,China,16103.13,0,33.0,40.0,98487.79,0.113391348991883,0.0,0,0.907130791935064,0.0,19.8,Low
V0055,Donovan-Harris,Raw Materials,China,88871.75,0,25.0,40.0,226438.41999999998,0.2607039705875274,0.0,1,12.085631764700219,0.0,19.8,Low
V0056,Foster-Powers,Facilities,France,1210358.28,1,35.0,10.0,31683.52,0.03647799461853398,1.0,0,6.291823956948272,20.0,19.8,Low
V0426,Griffin LLC,Professional Services,Singapore,57800.42,0,28.0,15.0,438767.12,0.5051630829576276,1.0,1,20.04130466366102,10.0,19.8,Low
V0086,Rush LLC,Facilities,United States,8399.1,0,45.0,10.0,207281.86000000002,0.2386485647301725,1.0,0,7.90918851784138,0.0,19.7,Low
V0124,"Stuart, Higgins and Strickland",Software Licensing,Singapore,62452.1,0,35.0,15.0,180863.27000000002,0.20823220998646802,1.0,1,17.665857679891744,0.0,19.7,Low
V0277,Cook and Sons,Professional Services,Mexico,23675.07,0,30.0,35.0,65551.34,0.07547082608743257,0.0,0,0.6037666086994605,10.0,19.7,Low
V0396,"Allen, Armstrong and Graves",Professional Services,UAE,78641.2,0,33.0,30.0,258775.96,0.29793495407978543,1.0,0,8.383479632638284,0.0,19.6,Low
V0427,"Sharp, Smith and Valdez",Raw Materials,United States,59037.6,0,33.0,10.0,66278.56,0.07630809187249969,2.0,1,22.61046473498,2.0,19.6,Low
V0122,Wells Inc,Raw Materials,South Africa,10107.88,0,35.0,35.0,156093.52000000002,0.17971420418400566,0.0,0,1.4377136334720453,0.0,19.6,Low
V0148,White-Smith,Professional Services,Vietnam,35945.46,0,30.0,40.0,141999.6,0.16348753688460052,0.0,0,1.3079002950768042,4.0,19.6,Low
V0385,"Ramirez, Hays and Becker",Logistics,United States,317112.07,1,35.0,10.0,573492.5599999999,0.6602757053966628,1.0,1,21.282205643173302,0.0,19.6,Low
V0017,"Porter, Wilkerson and Day",Professional Services,South Africa,35116.73,0,35.0,35.0,167222.14,0.19252685064726827,0.0,0,1.5402148051781461,0.0,19.6,Low
V0450,"Barnes, Miranda and Stephenson",Raw Materials,Mexico,57039.23,0,35.0,35.0,134714.3,0.15509979669050572,0.0,0,1.2407983735240458,0.0,19.6,Low
V0252,Santiago-Jenkins,Facilities,United Kingdom,24538.6,0,45.0,10.0,114905.01999999999,0.13229289868052976,1.0,0,7.058343189444238,0.0,19.5,Low
V0336,Morgan-Lopez,Manufacturing,United Kingdom,65815.33,0,40.0,10.0,79712.82,0.09177527683124123,0.0,1,10.73420221464993,4.0,19.5,Low
V0286,Gilbert PLC,Software Licensing,South Africa,27079.06,0,33.0,35.0,82696.17,0.09521007906423816,0.0,0,0.7616806325139053,4.0,19.5,Low
V0382,"Smith, Rodriguez and Anderson",Raw Materials,United States,8554.54,0,45.0,10.0,89584.56,0.10314084727908182,1.0,0,6.825126778232654,0.0,19.5,Low
V0359,Day-Cole,IT Services,Brazil,58510.38,0,33.0,30.0,175718.21,0.2023085793105824,1.0,0,7.6184686344846595,0.0,19.5,Low
V0195,Morgan-Schwartz,Manufacturing,France,37131.62,0,45.0,10.0,99688.64,0.11477391632776192,1.0,0,6.918191330622095,0.0,19.5,Low
V0403,David LLC,Professional Services,United Kingdom,40357.55,0,45.0,10.0,75986.26,0.08748479914360917,1.0,0,6.6998783931488735,0.0,19.4,Low
V0133,Graham-Simon,Marketing,United Kingdom,70874.26,0,40.0,10.0,371663.08999999997,0.4279046077243851,0.0,1,13.42323686179508,0.0,19.4,Low
V0372,Marshall-Peterson,Marketing,United Kingdom,108405.91,0,45.0,10.0,48478.149999999994,0.05581405395664632,1.0,0,6.44651243165317,0.0,19.4,Low
V0247,Beasley-Gutierrez,IT Services,United Kingdom,16816.73,0,33.0,10.0,311442.39,0.35857107500692353,2.0,0,14.868568600055388,10.0,19.3,Low
V0245,"Schmidt, Chavez and Jacobs",Manufacturing,Singapore,27631.08,0,25.0,15.0,114326.44,0.13162676568374182,1.0,2,27.053014125469936,4.0,19.3,Low
V0182,Gay Inc,IT Services,Mexico,1501.3,0,30.0,35.0,86802.14,0.09993738056242593,1.0,0,6.799499044499408,0.0,19.2,Low
V0257,Nelson LLC,Facilities,Mexico,286904.4,0,33.0,35.0,274651.45999999996,0.3162127970582972,0.0,0,2.5297023764663775,0.0,19.2,Low
V0438,Hansen Ltd,Raw Materials,Nigeria,207687.8,0,20.0,60.0,92504.54000000001,0.1065026901149229,0.0,0,0.8520215209193832,0.0,19.2,Low
V0474,"Riley, Butler and Hernandez",Marketing,UAE,174369.96,0,35.0,30.0,151866.28,0.17484728163337832,0.0,0,1.3987782530670265,2.0,19.0,Low
V0171,"Ramos, Ramirez and Shea",Logistics,India,96174.15,0,33.0,20.0,251581.89,0.28965224916740967,1.0,0,8.317217993339277,7.0,19.0,Low
V0430,"Walker, Bernard and Mendoza",Software Licensing,UAE,20996.71,0,25.0,30.0,83792.59999999999,0.09647242515582138,1.0,1,16.77177940124657,0.0,18.9,Low
V0487,Norton-Miller,Raw Materials,United States,18816.68,0,35.0,10.0,77046.77,0.08870578967979018,0.0,1,10.709646317438322,10.0,18.9,Low
V0299,Peterson Group,Software Licensing,Brazil,48901.72,0,35.0,30.0,96429.26999999999,0.11102132566486174,0.0,0,0.8881706053188939,2.0,18.9,Low
V0464,Nichols and Sons,Facilities,United States,45091.76,0,35.0,10.0,146002.84,0.1680965628759266,0.0,1,11.344772503007412,9.0,18.9,Low
V0492,"Mueller, Knight and Hodge",IT Services,France,34698.74,0,33.0,10.0,170694.31,0.19652444304150457,0.0,2,21.572195544332036,0.0,18.9,Low
V0433,Rice-Cox,Software Licensing,India,6701.34,0,33.0,20.0,114338.72,0.1316409039415464,2.0,0,13.053127231532372,0.0,18.8,Low
V0380,"Bryant, Allen and Aguilar",Raw Materials,United States,256500.77,1,28.0,10.0,201516.02,0.23201021518784481,0.0,1,11.856081721502758,20.0,18.8,Low
V0035,"Spencer, Chapman and Smith",Facilities,South Africa,5107.32,0,20.0,35.0,326270.5,0.3756430328191562,1.0,1,19.00514426255325,0.0,18.8,Low
V0235,"Smith, Garrison and Thomas",Logistics,Mexico,57433.72,0,33.0,35.0,108030.22,0.12437777695783303,0.0,0,0.9950222156626642,0.0,18.8,Low
V0282,"Reid, Weber and Lin",Raw Materials,Mexico,8360.52,0,25.0,35.0,177656.96,0.20454070857105228,0.0,1,11.636325668568418,0.0,18.7,Low
V0498,Reyes-Singh,Manufacturing,France,224197.06,0,35.0,10.0,175709.2,0.2022982058820141,1.0,1,17.61838564705611,0.0,18.7,Low
V0142,Beck-Wood,Professional Services,India,46482.75,0,33.0,20.0,239962.22,0.2762742450905539,0.0,1,12.210193960724432,0.0,18.6,Low
V0445,Valdez LLC,Marketing,UAE,7551.15,0,30.0,30.0,102183.74,0.11764658465415698,1.0,0,6.941172677233256,2.0,18.6,Low
V0145,Newton Ltd,Logistics,UAE,28453.29,0,35.0,30.0,155395.39,0.17891043041192992,0.0,0,1.4312834432954393,0.0,18.6,Low
V0261,Griffith-Frank,Software Licensing,United Kingdom,1748.42,0,35.0,10.0,133063.16,0.15319879970423508,0.0,0,1.2255903976338807,20.0,18.6,Low
V0089,"Bentley, Byrd and Orr",Software Licensing,China,262070.07,0,25.0,40.0,152915.71,0.1760555155004653,1.0,0,7.408444124003722,0.0,18.6,Low
V0156,Evans-Chapman,Professional Services,UAE,320975.75,0,35.0,30.0,132345.26,0.15237226425815315,0.0,0,1.2189781140652252,0.0,18.6,Low
V0018,Wright PLC,Facilities,United States,227665.33,0,35.0,10.0,89279.08,0.10278914084633478,1.0,1,16.82231312677068,0.0,18.5,Low
V0262,Ware and Sons,IT Services,China,94868.03,0,25.0,40.0,114302.26,0.1315989266712244,1.0,0,7.052791413369795,0.0,18.5,Low
V0417,Lopez-Curry,Facilities,UAE,29843.04,0,35.0,30.0,88567.79,0.10197021565140009,0.0,0,0.8157617252112007,0.0,18.5,Low
V0329,Greer Ltd,Raw Materials,South Africa,64516.66,0,25.0,35.0,163094.77,0.18777491081707579,1.0,0,7.502199286536606,4.0,18.4,Low
V0233,Zhang PLC,Logistics,Singapore,37696.23,0,25.0,15.0,178312.51,0.20529545897038232,0.0,3,26.642363671763057,0.0,18.4,Low
V0126,"Odonnell, Brooks and David",IT Services,India,6118.15,0,35.0,20.0,248756.87,0.2863997360515295,1.0,0,8.291197888412237,0.0,18.3,Low
V0045,"Garcia, Pearson and Fernandez",Raw Materials,UAE,20198.27,0,25.0,30.0,251563.3,0.2896308460556355,2.0,0,14.317046768445085,0.0,18.3,Low
V0318,"Lynch, Henderson and Parsons",IT Services,United Kingdom,117042.92,0,33.0,10.0,78216.72,0.09005278110637263,3.0,0,18.72042224885098,0.0,18.2,Low
V0483,Patel Group,Software Licensing,Brazil,106959.06,0,25.0,30.0,432661.3,0.4981333063071248,0.0,1,13.985066450456998,0.0,18.2,Low
V0462,"Gutierrez, Butler and Moreno",Raw Materials,Germany,93182.63,0,45.0,10.0,180458.48,0.20776616557468433,0.0,0,1.6621293245974746,0.0,18.2,Low
V0139,Cortez Group,Professional Services,France,6034.84,0,25.0,10.0,206489.62,0.23773643986347245,0.0,0,1.9018915189077796,35.0,18.2,Low
V0346,Watson-Hines,Marketing,Germany,197110.21,0,45.0,10.0,138045.15,0.15893468398759722,0.0,0,1.2714774719007778,0.0,18.1,Low
V0093,"Miller, Robertson and Schultz",Software Licensing,UAE,171846.56,0,33.0,30.0,227996.16999999998,0.2624974454324001,0.0,0,2.099979563459201,0.0,18.1,Low
V0458,"Simmons, Simpson and Compton",Manufacturing,Germany,9761.1,0,35.0,10.0,360900.69,0.4155135991091016,2.0,0,15.324108792872813,0.0,18.1,Low
V0362,Torres and Sons,Manufacturing,France,35474.0,0,45.0,10.0,155452.15,0.17897577955793856,0.0,0,1.4318062364635085,0.0,18.1,Low
V0365,"Turner, Ferguson and Shaw",Software Licensing,Singapore,91143.49,0,33.0,15.0,198420.93,0.2284467640194179,2.0,0,13.827574112155343,0.0,18.0,Low
V0381,Simpson-Khan,Manufacturing,Singapore,354178.46,0,35.0,15.0,118281.23000000001,0.1361800100308798,0.0,1,11.089440080247039,0.0,18.0,Low
V0482,"Little, Peck and Durham",Logistics,Singapore,15266.49,0,33.0,15.0,167708.55,0.19308686611784728,2.0,0,13.544694928942778,0.0,17.9,Low
V0395,"Williams, Castillo and Warren",Manufacturing,France,16022.65,0,35.0,10.0,72938.93000000001,0.08397633520586181,1.0,0,6.671810681646894,10.0,17.9,Low
V0496,"Thomas, Hoover and Nicholson",Manufacturing,Germany,38968.91,0,45.0,10.0,63468.79,0.0730731364464827,0.0,0,0.5845850915718616,0.0,17.9,Low
V0500,Jacobs-Austin,Manufacturing,Vietnam,91226.4,0,28.0,40.0,57480.770000000004,0.06617898575439818,0.0,0,0.5294318860351854,0.0,17.9,Low
V0049,"Bernard, Cowan and Peters",Marketing,UAE,15779.09,0,33.0,30.0,151907.55,0.1748947967717817,0.0,0,1.3991583741742537,0.0,17.9,Low
V0281,"Snyder, Webster and Wolf",Manufacturing,India,97414.77,0,35.0,20.0,61743.99,0.07108733293986325,1.0,0,6.568698663518906,0.0,17.9,Low
V0328,"Sherman, Anderson and Bell",IT Services,United States,9825.97,0,33.0,10.0,168649.41999999998,0.19417011225958722,0.0,1,11.553360898076697,7.0,17.8,Low
V0424,"Murphy, Morales and Davis",Logistics,France,23571.61,0,45.0,10.0,23510.27,0.027067936344834186,0.0,0,0.2165434907586735,0.0,17.8,Low
V0310,"Singleton, Rosales and Mitchell",Facilities,France,9615.12,0,25.0,10.0,358609.58,0.4128757893502594,0.0,3,28.303006314802076,0.0,17.8,Low
V0258,White and Sons,Software Licensing,Brazil,179652.51,0,33.0,30.0,126165.25,0.14525707088562112,0.0,0,1.162056567084969,0.0,17.8,Low
V0478,"Payne, White and Preston",Raw Materials,United Kingdom,30921.46,0,35.0,10.0,185827.40000000002,0.21394753162452157,2.0,0,13.711580252996173,0.0,17.7,Low
V0321,Chen PLC,Professional Services,Vietnam,38894.99,0,20.0,40.0,94581.05,0.10889342575936302,0.0,1,10.871147406074904,0.0,17.7,Low
V0127,"Vaughn, Burton and Garcia",Manufacturing,India,189093.24,0,33.0,20.0,284780.63999999996,0.3278747643375061,1.0,0,8.62299811470005,0.0,17.7,Low
V0305,Goodwin-Bowers,Software Licensing,Germany,69127.46,0,33.0,10.0,78338.57,0.09019306992668895,1.0,1,16.721544559413513,0.0,17.7,Low
V0352,"Reed, Brown and Daniels",Logistics,France,200238.86,1,25.0,10.0,199527.19,0.22972042762518835,1.0,2,27.837763421001505,0.0,17.7,Low
V0301,"Conley, Stephenson and Johnson",Raw Materials,United Kingdom,29392.62,0,25.0,10.0,288322.64,0.3319527536814568,0.0,3,27.655622029451656,0.0,17.7,Low
V0213,Kramer-Johnson,Raw Materials,United States,149000.07,0,20.0,10.0,69060.34,0.07951082174184329,2.0,0,12.636086573934746,27.0,17.6,Low
